0,1,2,3,4,5,6,7,8,9
-1.9362323703689202,-0.16246457713754087,-0.07559346636054862,-0.6249417311872202,0.0,0.0,-1.757156795100509,-0.16246457713754087,0.0,0.0
-1.6217581894097588,0.3375107245377881,0.0,0.0,0.0,0.0,-0.11490273898044379,0.5375008452079196,0.0,0.0
-0.11490273898044379,0.4875033150403868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.06249037548725023,0.3625094896215545,-0.1017996481071454,0.32501134199590487,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-1.5125657654656055,0.450005167414737,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.15421201160033896,-0.16246457713754087,-1.5125657654656055,-0.16246457713754087,0.0,0.0,-0.43811231385513744,-0.16246457713754087,-0.5604078286725891,-0.16246457713754087
-0.5822463134614198,-0.16246457713754087,-0.21099207205129866,-0.16246457713754087,0.0,0.0,0.0,0.0,-0.21099207205129866,0.2875131943702552
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.1017996481071454,0.22501628166083906,0.0,0.0
-0.053754981571717965,0.20001751657707256,0.0,0.0,0.0,0.0,-0.040651890698419575,0.275013811828372,-0.08432886027608087,0.23751566420272233
0.0,0.0,0.0,0.0,0.03796665454137078,0.2125168991189558,0.0,0.0,0.0,0.0
0.0,0.0,-0.3027137081643874,-0.16246457713754087,0.0,0.0,0.0,0.0,-0.5298339499682262,-0.16246457713754087
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.21099207205129866,-0.16246457713754087,0.0,0.0,0.0,0.0,-0.19352128422023415,-0.16246457713754087
-0.3289198899109842,0.10002245624200677,0.0,0.0,-0.2459336477134277,-0.6249417311872202,-0.1585797085581051,-0.11246704697000798,-0.08432886027608087,0.06252430861635713
0.34807313854276606,-0.17496395967942413,0.0,0.0,0.0,0.0,-0.3463906777420487,-0.6249417311872202,0.0,0.0
0.0,0.0,-0.8399404339696215,-0.012471986634942266,0.0,0.0,-0.927294373124944,-0.08746828188624153,-0.053754981571717965,0.06252430861635713
0.0,0.0,-0.27650752641779064,-0.16246457713754087,-0.6783356465322746,-0.11246704697000798,-0.7351157069832344,-0.612442348645337,0.0,0.0
-0.01881340590958892,-0.012471986634942266,0.0,0.0,0.0,0.0,0.0,0.0,-0.17605049638916961,-0.26245963747260664
-0.11927043593820992,-0.16246457713754087,0.0,0.0,0.0,0.0,-0.5298339499682262,-0.16246457713754087,0.0,0.0
0.0,0.0,0.19083604806318535,-0.16246457713754087,-0.5604078286725891,-0.16246457713754087,-0.7045418282788714,-0.5249466708521544,0.4878394411912822,-0.3874534628914389
0.003025078879241731,-0.16246457713754087,0.0,0.0,-0.11927043593820992,-0.3874534628914389,-0.4861569803905649,-0.6374411137291033,-0.6652325556589762,-0.16246457713754087
0.0,0.0,-0.07996116331831475,-0.4374509930589718,-0.9185589792094118,-0.28745840255637317,-0.005710315036290529,-0.34995531526578927,0.0,0.0
0.0,0.0,0.0,0.0,-0.05812267852948409,-0.21246210730507376,0.0,0.0,-0.08432886027608087,-0.34995531526578927
0.0,0.0,0.0,0.0,-0.7001741313211053,-0.5874435835615706,-0.28087522337555676,-0.16246457713754087,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-1.464521098930178,-0.16246457713754087,0.0,0.0
0.0,0.0,0.0,0.0,-0.09743195114937928,-0.16246457713754087,0.0,0.0,0.0,0.0
0.0,0.0,-0.11927043593820992,-0.34995531526578927,-0.6390263739123795,-0.16246457713754087,-0.053754981571717965,-0.16246457713754087,0.0,0.0
-0.5997171012924842,-0.4874485232265047,0.0,0.0,-0.02318110286735505,-0.12496642951189124,0.3611762294160644,-0.3249565501820228,-0.455583101686202,-0.16246457713754087
-0.02318110286735505,-0.16246457713754087,-0.0450195876561857,-0.16246457713754087,0.0,0.0,-0.053754981571717965,-0.16246457713754087,-0.07559346636054862,-0.16246457713754087
-0.6521294647856778,-0.16246457713754087,-0.44684770777066973,-0.08746828188624153,-1.1893561905909118,-0.16246457713754087,0.33933774462723376,-0.16246457713754087,-0.06685807244501636,-0.16246457713754087
-0.07122576940278248,-0.16246457713754087,0.0,0.0,0.0,0.0,-0.09306425419161314,-0.16246457713754087,0.3830147142048951,-0.16246457713754087
0.07727592716126595,-0.16246457713754087,0.0,0.0,-0.07122576940278248,-0.16246457713754087,0.04670204845690304,-0.16246457713754087,-0.21535976900906478,-0.16246457713754087
-0.06685807244501636,-0.4874485232265047,-0.07996116331831475,-0.16246457713754087,0.0,0.0,-0.7132772221944037,-0.16246457713754087,0.07290823020349982,-0.49994790576838793
-0.07996116331831475,-0.16246457713754087,-0.09306425419161314,-0.16246457713754087,0.5009425320645806,-0.16246457713754087,0.0,0.0,-0.11053504202267767,-0.16246457713754087
0.0,0.0,0.09474671499233048,-0.16246457713754087,-0.088696557233847,-0.16246457713754087,-0.08432886027608087,-0.16246457713754087,-0.07122576940278248,-0.16246457713754087
0.37427932028936284,-0.16246457713754087,0.0,0.0,-0.1017996481071454,-0.16246457713754087,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.042334351499136905,-0.16246457713754087,0.0,0.0
